Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,133,400,150,31,16,150,8,28,100,8,4
2,move,"move (30, 17)",1,138,400,150,30,17,150,8,28,100,8,4
3,move,"move (9, 27)",2,143,400,150,30,17,150,9,27,100,8,4
4,move,"move (9, 5)",3,148,400,150,30,17,150,9,27,100,9,5
5,dig,"dig (29, 17)",1,155,400,150,30,17,150,9,27,100,9,5
6,dig,"dig (10, 26)",2,162,400,150,30,17,150,9,27,100,9,5
7,dig,"dig (10, 6)",3,169,400,150,30,17,150,9,27,100,9,5
8,move,"move (29, 17)",1,174,400,150,29,17,150,9,27,100,9,5
9,move,"move (10, 26)",2,179,400,150,29,17,150,10,26,100,9,5
10,move,"move (10, 6)",3,184,400,150,29,17,150,10,26,100,10,6
11,dig,"dig (28, 17)",1,191,400,150,29,17,150,10,26,100,10,6
12,dig,"dig (11, 25)",2,198,400,150,29,17,150,10,26,100,10,6
13,dig,"dig (11, 7)",3,205,400,150,29,17,150,10,26,100,10,6
14,move,"move (28, 17)",1,210,400,150,28,17,150,10,26,100,10,6
15,move,"move (11, 25)",2,215,400,150,28,17,150,11,25,100,10,6
16,move,"move (11, 7)",3,220,400,150,28,17,150,11,25,100,11,7
17,move,"move (27, 17)",1,225,400,150,27,17,150,11,25,100,11,7
18,dig,"dig (12, 24)",2,232,400,150,27,17,150,11,25,100,11,7
19,dig,"dig (12, 8)",3,239,400,150,27,17,150,11,25,100,11,7
20,dig,"dig (26, 17)",1,246,400,150,27,17,150,11,25,100,11,7
21,move,"move (12, 24)",2,251,400,150,27,17,150,12,24,100,11,7
22,move,"move (12, 8)",3,256,400,150,27,17,150,12,24,100,12,8
23,move,"move (26, 17)",1,261,400,150,26,17,150,12,24,100,12,8
24,dig,"dig (13, 23)",2,268,400,150,26,17,150,12,24,100,12,8
25,dig,"dig (13, 9)",3,275,400,150,26,17,150,12,24,100,12,8
26,dig,"dig (25, 17)",1,282,400,150,26,17,150,12,24,100,12,8
27,move,"move (13, 23)",2,287,400,150,26,17,150,13,23,100,12,8
28,move,"move (13, 9)",3,292,400,150,26,17,150,13,23,100,13,9
29,move,"move (25, 17)",1,297,400,150,25,17,150,13,23,100,13,9
30,dig,"dig (14, 22)",2,304,400,150,25,17,150,13,23,100,13,9
31,dig,"dig (14, 10)",3,311,400,150,25,17,150,13,23,100,13,9
32,move,"move (24, 17)",1,316,400,150,24,17,150,13,23,100,13,9
33,move,"move (14, 22)",2,321,400,150,24,17,150,14,22,100,13,9
34,move,"move (14, 10)",3,326,400,150,24,17,150,14,22,100,14,10
35,dig,"dig (23, 17)",1,333,400,150,24,17,150,14,22,100,14,10
36,move,"move (15, 21)",2,338,400,150,24,17,150,15,21,100,14,10
37,dig,"dig (14, 11)",3,345,400,150,24,17,150,15,21,100,14,10
38,move,"move (23, 17)",1,350,400,150,23,17,150,15,21,100,14,10
39,dig,"dig (16, 20)",2,357,400,150,23,17,150,15,21,100,14,10
40,move,"move (14, 11)",3,362,400,150,23,17,150,15,21,100,14,11
41,dig,"dig (22, 17)",1,369,400,150,23,17,150,15,21,100,14,11
42,move,"move (16, 20)",2,374,400,150,23,17,150,16,20,100,14,11
43,dig,"dig (14, 12)",3,381,400,150,23,17,150,16,20,100,14,11
44,move,"move (22, 17)",1,386,400,150,22,17,150,16,20,100,14,11
45,move,"move (17, 19)",2,391,400,150,22,17,150,17,19,100,14,11
46,move,"move (14, 12)",3,396,400,150,22,17,150,17,19,100,14,12
47,dig,"dig (21, 17)",1,403,400,150,22,17,150,17,19,100,14,12
48,dig,"dig (18, 18)",2,410,400,150,22,17,150,17,19,100,14,12
49,move,"move (14, 13)",3,415,400,150,22,17,150,17,19,100,14,13
50,move,"move (21, 17)",1,420,400,150,21,17,150,17,19,100,14,13
51,move,"move (18, 18)",2,425,400,150,21,17,150,18,18,100,14,13
52,move,"move (14, 14)",3,430,400,150,21,17,150,18,18,100,14,14
53,move,"move (20, 17)",1,435,400,150,20,17,150,18,18,100,14,14
54,move,"move (18, 17)",2,443,410,150,20,17,160,18,17,100,14,14
55,move,"move (14, 15)",3,452,420,150,20,17,160,18,17,110,14,15
56,dig,"dig (21, 18)",1,459,420,150,20,17,160,18,17,110,14,15
57,dig,"dig (19, 18)",2,466,420,150,20,17,160,18,17,110,14,15
58,move,"move (15, 16)",3,471,420,150,20,17,160,18,17,110,15,16
59,move,"move (21, 18)",1,476,420,150,21,18,160,18,17,110,15,16
60,move,"move (19, 18)",2,481,420,150,21,18,160,19,18,110,15,16
61,dig,"dig (16, 17)",3,488,420,150,21,18,160,19,18,110,15,16
62,dig,"dig (22, 19)",1,495,420,150,21,18,160,19,18,110,15,16
63,dig,"dig (20, 19)",2,502,420,150,21,18,160,19,18,110,15,16
64,move,"move (16, 17)",3,507,420,150,21,18,160,19,18,110,16,17
65,move,"move (22, 19)",1,512,420,150,22,19,160,19,18,110,16,17
66,move,"move (20, 19)",2,517,420,150,22,19,160,20,19,110,16,17
67,dig,"dig (17, 18)",3,521,412,142,22,19,160,20,19,110,16,17
68,shoot,"shoot E",1,537,412,142,22,19,160,20,19,110,16,17
69,move,"move (21, 19)",2,542,412,142,22,19,160,21,19,110,16,17
70,move,"move (17, 18)",3,544,404,134,22,19,160,21,19,110,17,18
71,shoot,"shoot E",1,560,404,134,22,19,160,21,19,110,17,18
72,move,"move (20, 19)",2,565,404,134,22,19,160,20,19,110,17,18
73,dig,"dig (18, 19)",3,570,396,126,22,19,160,20,19,110,17,18
74,shoot,"shoot E",1,586,396,126,22,19,160,20,19,110,17,18
75,move,"move (21, 19)",2,591,396,126,22,19,160,21,19,110,17,18
76,move,"move (18, 19)",3,593,388,118,22,19,160,21,19,110,18,19
77,shoot,"shoot E",1,609,388,118,22,19,160,21,19,110,18,19
78,move,"move (21, 20)",2,614,388,118,22,19,160,21,20,110,18,19
79,dig,"dig (19, 19)",3,618,380,110,22,19,160,21,20,110,18,19
80,shoot,"shoot E",1,634,380,110,22,19,160,21,20,110,18,19
