Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
55,snowball,"snowball 10 16",3,451,357,150,20,19,110,17,21,97,15,16
56,move,"move 19 20",1,456,357,150,19,20,110,17,21,97,15,16
57,banana,"banana 17 25",2,524,357,150,19,20,110,17,21,97,15,16
58,shoot,"shoot S",2,540,357,150,19,20,110,17,21,97,15,16
59,shoot,"shoot S",2,542,357,150,19,20,110,17,21,97,15,16
60,dig,"dig 16 17",3,549,357,150,19,20,110,17,21,97,15,16
61,move,"move 18 21",1,554,357,150,18,21,110,17,21,97,15,16
62,banana,"banana 16 25",2,608,357,150,18,21,110,17,21,97,15,16
63,move,"move 16 17",3,613,357,150,18,21,110,17,21,97,16,17
64,move,"move 17 22",1,618,357,150,17,22,110,17,21,97,16,17
65,banana,"banana 17 23",2,625,337,137,17,22,103,17,21,97,16,17
66,shoot,"shoot S",1,641,337,137,17,22,103,17,21,97,16,17
67,shoot,"shoot S",1,643,337,137,17,22,103,17,21,97,16,17
68,shoot,"shoot W",1,659,337,137,17,22,103,17,21,97,16,17
69,shoot,"shoot SW",2,675,337,137,17,22,103,17,21,97,16,17
70,dig,"dig 16 18",3,682,337,137,17,22,103,17,21,97,16,17
71,shoot,"shoot NW",1,698,337,137,17,22,103,17,21,97,16,17
72,shoot,"shoot W",2,714,337,137,17,22,103,17,21,97,16,17
73,move,"move 16 18",3,716,329,129,17,22,103,17,21,97,16,18
74,shoot,"shoot NW",1,732,329,129,17,22,103,17,21,97,16,18
75,shoot,"shoot W",2,748,329,129,17,22,103,17,21,97,16,18
76,dig,"dig 16 19",3,755,329,129,17,22,103,17,21,97,16,18
77,move,"move 18 21",1,760,329,129,18,21,103,17,21,97,16,18
78,shoot,"shoot N",2,776,329,129,18,21,103,17,21,97,16,18
79,move,"move 17 19",3,781,329,129,18,21,103,17,21,97,17,19
80,shoot,"shoot NW",1,797,329,129,18,21,103,17,21,97,17,19
81,move,"move 16 20",2,802,329,129,18,21,103,16,20,97,17,19
82,shoot,"shoot W",3,816,321,129,18,21,95,16,20,97,17,19
83,shoot,"shoot NW",1,832,321,129,18,21,95,16,20,97,17,19
84,shoot,"shoot N",2,888,321,129,18,21,95,16,20,97,17,19
85,move,"move 18 18",3,893,321,129,18,21,95,16,20,97,18,18
86,move,"move 19 20",1,898,321,129,19,20,95,16,20,97,18,18
87,move,"move 17 19",2,903,321,129,19,20,95,17,19,97,18,18
88,move,"move 19 17",3,908,321,129,19,20,95,17,19,97,19,17
89,move,"move 20 19",1,913,321,129,20,19,95,17,19,97,19,17
90,move,"move 18 18",2,918,321,129,20,19,95,18,18,97,19,17
91,dig,"dig 20 16",3,925,321,129,20,19,95,18,18,97,19,17
92,move,"move 21 18",1,930,321,129,21,18,95,18,18,97,19,17
93,invalid,"invalid",2,926,321,129,21,18,95,18,18,97,19,17
94,move,"move 20 16",3,931,321,129,21,18,95,18,18,97,20,16
95,move,"move 21 17",1,936,321,129,21,17,95,18,18,97,20,16
96,move,"move 19 17",2,941,321,129,21,17,95,19,17,97,20,16
97,move,"move 21 15",3,946,321,129,21,17,95,19,17,97,21,15
98,move,"move 21 16",1,951,321,129,21,16,95,19,17,97,21,15
99,move,"move 20 16",2,956,321,129,21,16,95,20,16,97,21,15
100,move,"move 20 14",3,961,321,129,21,16,95,20,16,97,20,14
101,move,"move 20 15",1,966,321,129,20,15,95,20,16,97,20,14
102,invalid,"invalid",2,962,321,129,20,15,95,20,16,97,20,14
103,shoot,"shoot N",3,962,321,129,20,15,95,20,16,97,20,14
104,move,"move 19 14",1,967,321,129,19,14,95,20,16,97,20,14
105,dig,"dig 19 15",2,974,321,129,19,14,95,20,16,97,20,14
106,move,"move 19 13",3,974,321,129,19,14,95,20,16,97,20,14
107,move,"move 20 13",1,979,321,129,20,13,95,20,16,97,20,14
108,move,"move 20 15",2,984,321,129,20,13,95,20,15,97,20,14
109,move,"move 19 13",3,989,321,129,20,13,95,20,15,97,19,13
110,move,"move 19 12",1,994,321,129,19,12,95,20,15,97,19,13
111,move,"move 19 14",2,999,321,129,19,12,95,19,14,97,19,13
112,move,"move 20 12",3,1004,321,129,19,12,95,19,14,97,20,12
113,move,"move 20 11",1,1009,321,129,20,11,95,19,14,97,20,12
114,move,"move 20 13",2,1014,321,129,20,11,95,20,13,97,20,12
115,dig,"dig 21 11",3,1021,321,129,20,11,95,20,13,97,20,12
116,dig,"dig 21 10",1,1028,321,129,20,11,95,20,13,97,20,12
117,move,"move 21 12",2,1033,321,129,20,11,95,21,12,97,20,12
118,move,"move 21 11",3,1038,321,129,20,11,95,21,12,97,21,11
119,move,"move 21 10",1,1043,321,129,21,10,95,21,12,97,21,11
120,dig,"dig 22 11",2,1050,321,129,21,10,95,21,12,97,21,11
121,move,"move 22 11",3,1055,321,129,21,10,95,21,12,97,22,11
122,shoot,"shoot N",1,1057,321,129,21,10,95,21,12,97,22,11
123,move,"move 20 11",2,1062,321,129,21,10,95,20,11,97,22,11
124,move,"move 22 12",3,1067,321,129,21,10,95,20,11,97,22,12
125,move,"move 20 9",1,1072,321,129,20,9,95,20,11,97,22,12
126,move,"move 20 10",2,1077,321,129,20,9,95,20,10,97,22,12
127,move,"move 21 11",3,1082,321,129,20,9,95,20,10,97,21,11
128,shoot,"shoot N",1,1098,321,129,20,9,95,20,10,97,21,11
129,invalid,"invalid",2,1094,321,129,20,9,95,20,10,97,21,11
130,invalid,"invalid",3,1090,321,129,20,9,95,20,10,97,21,11
131,shoot,"shoot N",1,1106,321,129,20,9,95,20,10,97,21,11
132,move,"move 20 11",2,1111,321,129,20,9,95,20,11,97,21,11
133,move,"move 20 10",3,1116,321,129,20,9,95,20,11,97,20,10
134,shoot,"shoot N",1,1132,321,129,20,9,95,20,11,97,20,10
