Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,100,300,100,31,16,100,9,29,100,8,3
2,move,"move (30, 17)",1,105,300,100,30,17,100,9,29,100,8,3
3,move,"move (10, 28)",2,110,300,100,30,17,100,10,28,100,8,3
4,move,"move (9, 4)",3,115,300,100,30,17,100,10,28,100,9,4
5,dig,"dig (29, 17)",1,122,300,100,30,17,100,10,28,100,9,4
6,dig,"dig (11, 27)",2,129,300,100,30,17,100,10,28,100,9,4
7,dig,"dig (10, 5)",3,136,300,100,30,17,100,10,28,100,9,4
8,move,"move (29, 17)",1,141,300,100,29,17,100,10,28,100,9,4
9,move,"move (11, 27)",2,146,300,100,29,17,100,11,27,100,9,4
10,move,"move (10, 5)",3,151,300,100,29,17,100,11,27,100,10,5
11,dig,"dig (28, 17)",1,158,300,100,29,17,100,11,27,100,10,5
12,move,"move (12, 26)",2,163,300,100,29,17,100,12,26,100,10,5
13,move,"move (11, 6)",3,168,300,100,29,17,100,12,26,100,11,6
14,move,"move (28, 17)",1,173,300,100,28,17,100,12,26,100,11,6
15,move,"move (13, 25)",2,178,300,100,28,17,100,13,25,100,11,6
16,dig,"dig (12, 7)",3,185,300,100,28,17,100,13,25,100,11,6
17,dig,"dig (27, 17)",1,192,300,100,28,17,100,13,25,100,11,6
18,move,"move (14, 24)",2,197,300,100,28,17,100,14,24,100,11,6
19,move,"move (12, 7)",3,202,300,100,28,17,100,14,24,100,12,7
20,move,"move (27, 17)",1,207,300,100,27,17,100,14,24,100,12,7
21,move,"move (15, 23)",2,212,300,100,27,17,100,15,23,100,12,7
22,dig,"dig (13, 8)",3,219,300,100,27,17,100,15,23,100,12,7
23,dig,"dig (26, 17)",1,226,300,100,27,17,100,15,23,100,12,7
24,dig,"dig (16, 22)",2,233,300,100,27,17,100,15,23,100,12,7
25,move,"move (13, 8)",3,238,300,100,27,17,100,15,23,100,13,8
26,move,"move (26, 17)",1,243,300,100,26,17,100,15,23,100,13,8
27,move,"move (16, 22)",2,248,300,100,26,17,100,16,22,100,13,8
28,dig,"dig (14, 9)",3,255,300,100,26,17,100,16,22,100,13,8
29,dig,"dig (25, 17)",1,262,300,100,26,17,100,16,22,100,13,8
30,dig,"dig (17, 21)",2,269,300,100,26,17,100,16,22,100,13,8
31,move,"move (14, 9)",3,274,300,100,26,17,100,16,22,100,14,9
32,move,"move (25, 17)",1,279,300,100,25,17,100,16,22,100,14,9
33,move,"move (17, 21)",2,284,300,100,25,17,100,17,21,100,14,9
