Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
55,dig,"dig 15 16",3,433,370,150,19,17,110,18,17,110,14,15
56,move,"move 20 18",1,438,370,150,20,18,110,18,17,110,14,15
57,dig,"dig 19 18",2,445,370,150,20,18,110,18,17,110,14,15
58,move,"move 15 16",3,450,370,150,20,18,110,18,17,110,15,16
59,dig,"dig 21 19",1,457,370,150,20,18,110,18,17,110,15,16
60,move,"move 19 18",2,462,370,150,20,18,110,19,18,110,15,16
61,dig,"dig 16 17",3,469,370,150,20,18,110,19,18,110,15,16
62,move,"move 21 19",1,474,370,150,21,19,110,19,18,110,15,16
63,move,"move 20 19",2,479,370,150,21,19,110,20,19,110,15,16
64,move,"move 16 17",3,484,370,150,21,19,110,20,19,110,16,17
65,dig,"dig 22 20",1,491,370,150,21,19,110,20,19,110,16,17
66,move,"move 21 20",2,496,370,150,21,19,110,21,20,110,16,17
67,dig,"dig 17 18",3,503,370,150,21,19,110,21,20,110,16,17
68,move,"move 22 20",1,508,370,150,22,20,110,21,20,110,16,17
69,banana,"banana 25 23",2,569,370,150,22,20,110,21,20,110,16,17
70,move,"move 17 18",3,574,370,150,22,20,110,21,20,110,17,18
71,move,"move 23 21",1,579,370,150,23,21,110,21,20,110,17,18
72,banana,"banana 25 23",2,619,370,150,23,21,110,21,20,110,17,18
73,shoot,"shoot SE",1,635,370,150,23,21,110,21,20,110,17,18
74,banana,"banana 25 23",2,675,370,150,23,21,110,21,20,110,17,18
75,shoot,"shoot SE",1,691,370,150,23,21,110,21,20,110,17,18
76,shoot,"shoot SE",1,707,370,150,23,21,110,21,20,110,17,18
